100002339,1,-0.000008,0,4
,,,,
100002340,1,-0.00001,0,4
,,,,
100002341,1,-0.000012,0,4
,,,,
100002342,1,-0.000012,0,4
,,,,
100002343,1,-0.000009,0,4
,,,,
100002344,1,-0.000013,0,4
,,,,
100002345,1,-0.000028,0,4
,,,,
100002346,1,-0.000023,0,4
,,,,
100002348,1,-0.000023,0,4
,,,,
100002347,1,-0.000023,0,4
,,,,
100002349,1,-0.000012,0,4
,,,,
100002350,1,-0.000008,0,4
,,,,
100002351,1,0.000001,0,4
,,,,
100002352,1,0.000002,0,4
,,,,
100002353,1,-0.000004,0,4
,,,,
100002354,1,-0.000004,0,4
,,,,
100002355,1,-0.000041,0,4
,,,,
100002356,1,-0.000041,0,4
,,,,
100002357,0.5,-0.000028,0,4
,,,,
100002358,0.5,-0.000013,0,4
,,,,
100002359,0.5,-0.000013,0,4
,,,,
100002360,0.5,-0.000004,0,4
,,,,
100002361,0.5,0.000004,0,0
,,,,
100002362,0.5,0.000004,0,0
,,,,
100002363,0.5,0.000018,0,0
,,,,
100002364,0.5,0.00002,0,0
,,,,
100002365,0.5,0.00002,0,0
,,,,
100000000,1,0.000001,0,3
,,,,
100002367,1,0.000001,0,3
,,,,
100002368,1,0.000005,0,3
,,,,
100002369,1,-0.00001,0,3
,,,,
100002370,1,-0.00001,0,3
,,,,
100002371,1,-0.000016,0,3
,,,,
100000000,1,-0.000016,0,3
,,,,
100002373,1,-0.000004,0,3
,,,,
100002374,1,0.00001,0,3
,,,,
100002375,1,0.000012,0,3
,,,,
100002376,0.5,-0.000004,0,3
,,,,
100002378,0.5,-0.000037,0,3
,,,,
100002379,0.5,-0.000039,0,3
,,,,
100002380,0.5,-0.000033,0,3
,,,,
100002381,0.5,-0.000019,0,3
,,,,
100002382,0.5,-0.000005,0,3
,,,,
100002383,0.5,0.000014,0,3
,,,,
100002385,0.5,0.000014,0,3
,,,,
100002386,1,0.000035,0,3
,,,,
100002387,1,0.000035,0,3
,,,,
100002388,1,0.000022,0,3
,,,,
100002389,1,-0.000001,0,0
,,,,
100002390,1,-0.000022,0,0
,,,,
100002391,1,-0.000022,0,0
,,,,
100002392,1,-0.000025,0,0
,,,,
100002393,1,-0.000022,0,0
,,,,
100002394,1,-0.000007,0,0
,,,,
100002395,1,0.000013,0,4
,,,,
100002396,1,0.000021,0,4
,,,,
100002398,1,0.000019,0,4
,,,,
100002398,1,0.000019,0,4
,,,,
100002400,1,0.000021,0,4
,,,,
100002401,1,-0.000014,0,4
,,,,
100002403,0.5,-0.000042,0,4
,,,,
100002404,0.5,-0.003425,0,4
,,,,
100002405,0.5,-0.014203,0,4
,,,,
100002406,0.5,-0.014203,0,4
,,,,
100002407,0.5,-0.038845,0,4
,,,,
100002408,0.5,-0.055955,0,4
,,,,
100002409,0.5,-0.06597,0,4
,,,,
100002410,0.5,-0.06597,0,4
,,,,
100002411,0.5,-0.06597,0,4
,,,,
100002412,0.5,-0.057685,0,4
,,,,
100002413,1,-0.022711,0,4
,,,,
100002414,1,-0.024494,0,0
,,,,
100002415,1,-0.024494,0,0
,,,,
100002416,1,-0.012011,0,0
,,,,
100002417,1,-0.003809,0,0
,,,,
100002418,1,-0.009135,0,0
,,,,
100002419,1,-0.021257,0,0
,,,,
100002420,1,-0.039968,0,3
,,,,
100002420,1,-0.039968,0,3
,,,,
100002422,1,-0.054628,0,3
,,,,
100002424,1,-0.046629,0,3
,,,,
100002425,1,-0.046629,0,3
,,,,
100002426,1,-0.038246,0,3
,,,,
100002427,1,-0.038246,0,3
,,,,
100002428,1,-0.016693,0,3
,,,,
100002429,1,-0.017584,0,3
,,,,
100002430,1,-0.016742,0,3
,,,,
100002431,0.5,-0.020993,0,3
,,,,
100002432,0.5,-0.020993,0,3
,,,,
100000000,0.5,-0.029933,0,3
,,,,
100002434,0.5,-0.033213,0,3
,,,,
100002435,0.5,-0.034869,0,3
,,,,
100002436,0.5,-0.038371,0,3
,,,,
100002438,0.5,-0.033345,0,3
,,,,
100002440,0.5,-0.033345,0,3
,,,,
100002441,0.5,-0.033345,0,3
,,,,
100002442,0.5,-0.051477,0,3
,,,,
100002443,1,-0.061254,0,3
,,,,
100002444,1,-0.068641,0,3
,,,,
100002445,1,-0.072719,0,3
,,,,
100002446,1,-0.078568,0,0
,,,,
100002448,1,-0.066006,0,0
,,,,
100002449,1,-0.05473,0,0
,,,,
100002450,1,-0.043623,0,0
,,,,
100002451,1,-0.035278,0,0
,,,,
100000000,1,-0.035278,0,0
,,,,
100002453,1,-0.041254,0,4
,,,,
100002454,1,-0.04029,0,4
,,,,
100002455,1,-0.04029,0,4
,,,,
100002456,1,-0.042649,0,4
,,,,
100002457,1,-0.04781,0,4
,,,,
100002458,0,-0.054851,1,4
,,,,
100002459,0,-0.0579,1,4
,,,,
100002460,0,-0.054468,1,4
,,,,
100002462,0,-0.063328,1,4
,,,,
100002463,0,-0.05581,1,4
,,,,
100002464,0,-0.04482,1,4
,,,,
100002465,0,-0.036825,1,4
,,,,
100002466,0,-0.032995,1,4
,,,,
100002467,0.5,-0.03412,0,4
,,,,
100002468,0.5,-0.032107,0,4
,,,,
100002469,0.5,-0.035699,0,4
,,,,
100002470,0.5,-0.034609,0,4
,,,,
100002471,0.5,-0.038598,0,0
,,,,
100002472,0.5,-0.03827,0,0
,,,,
100002473,0.5,-0.043641,0,0
,,,,
100002474,0.5,-0.050657,0,0
,,,,
100002475,0.5,-0.048345,0,0
,,,,
100002476,0.5,-0.049679,0,0
,,,,
100002477,0.5,-0.046777,0,3
,,,,
100002478,0.5,-0.030594,0,3
,,,,
100002479,0.5,-0.009432,0,3
,,,,
100002480,0.5,0.004336,0,3
,,,,
100002481,0.5,0.011322,0,3
,,,,
100002482,0.5,0.01434,0,3
,,,,
100002483,0.5,0.012041,0,3
,,,,
100002484,0.5,0.009086,0,3
,,,,
100002485,0.5,0.003755,0,3
,,,,
100002486,0.5,-0.000509,0,3
,,,,
100002487,0.5,-0.002792,0,3
,,,,
100002488,0.5,-0.003411,0,3
,,,,
